,PMID,abstract
595,33086983,Changing activity of cardiac Ca
596,33094812,"Tropomyosin receptor kinase B (Trk-B) belongs to the second largest family of membrane receptors, Receptor Tyrosine Kinases (RTKs). Trk-B is known to interact with three different neurotrophins: Brain-Derived Neurotrophic Factor (BDNF), Neurotrophin-4 (NT-4), and Neurotrophin-3 (NT-3). All three neurotrophins are involved in survival and proliferation of neuronal cells, but each induces distinct signaling through Trk-B. We hypothesize that the different biological effects correlate with differences in the interactions between the Trk-B receptors, when bound to different ligands, in the plasma membrane. To test this hypothesis, we use quantitative FRET to characterize Trk-B dimerization in response to NT-3 and NT-4 in live cells, and compare it to the previously published data for Trk-B in the absence and presence of BDNF. Our study reveals that the distinct Trk-B signaling outcomes are underpinned by both different configurations and different stabilities of the three ligand-bound Trk-B dimers in the plasma membrane."
597,33098949,To evaluate the efficacy and safety of intra-articular mesenchymal stromal cells (MSCs) injections for knee osteoarthritis (OA) treatment.
598,33100160,"Femtosecond photoexcitation of semiconducting materials leads to the generation of coherent acoustic phonons (CAPs), the behaviours of which are linked to intrinsic and engineered electronic, optical and structural properties. While often studied with pump-probe spectroscopic techniques, the influence of nanoscale structure and morphology on CAP dynamics can be challenging to resolve with these all-optical methods. Here, we used ultrafast electron microscopy (UEM) to resolve variations in CAP dynamics caused by differences in the degree of crystallinity in as-prepared and annealed GaAs lamellae. Following "
599,33100161,"We review the use of transmission electron microscopy (TEM) and associated techniques for the analysis of beam-sensitive materials and complex, multiphase systems "
600,33100164,Progress is reported in analytical 
601,33103408,"Urinary incontinence is a common condition that negatively impacts quality of life of millions of women. It is a result of a synergy between the structures of pelvic floor in particular levator ani muscle and pelvic connective tissues. Urinary incontinence, increasing with age, is associated with considerable personal and societal expenditure."
602,33109568,"Neoadjuvant concurrent chemoradiotherapy (CCRT) is the standard therapeutic strategy for rectal cancer. However, 15-20% of patients undergoing neoadjuvant CCRT progress to recurrence or distant metastases. Therefore, identifying a predictive biomarker is necessary for treating CCRT."
603,33115610,"Cancer will directly affect the lives of over one-third of the population. The DNA Damage Response (DDR) is an intricate system involving damage recognition, cell cycle regulation, DNA repair, and ultimately cell fate determination, playing a central role in cancer etiology and therapy. Two primary therapeutic approaches involving DDR targeting include: combinatorial treatments employing anticancer genotoxic agents; and synthetic lethality, exploiting a sporadic DDR defect as a mechanism for cancer-specific therapy. Whereas, many DDR proteins have proven ""undruggable"", Fragment- and Structure-Based Drug Discovery (FBDD, SBDD) have advanced therapeutic agent identification and development. FBDD has led to 4 (with ∼50 more drugs under preclinical and clinical development), while SBDD is estimated to have contributed to the development of >200, FDA-approved medicines. Protein X-ray crystallography-based fragment library screening, especially for elusive or ""undruggable"" targets, allows for simultaneous generation of hits plus details of protein-ligand interactions and binding sites (orthosteric or allosteric) that inform chemical tractability, downstream biology, and intellectual property. Using a novel high-throughput crystallography-based fragment library screening platform, we screened five diverse proteins, yielding hit rates of ∼2-8% and crystal structures from ∼1.8 to 3.2 Å. We consider current FBDD/SBDD methods and some exemplary results of efforts to design inhibitors against the DDR nucleases meiotic recombination 11 (MRE11, a.k.a., MRE11A), apurinic/apyrimidinic endonuclease 1 (APE1, a.k.a., APEX1), and flap endonuclease 1 (FEN1)."
604,33125339,"Physical activity and sports can be used to reduce stress and anxiety by increasing aerobic capacity and muscle endurance, gain positive behavioral changes and improve their self-discipline, use time well, adopt positive lifestyle such as regular eating and sleeping, which will result in an increase in school success. There are no comprehensive study that examines the academic performance of licensed student athletes and the factors influencing their success rates. The aim of this study was to evaluate the academic performance and related factors in licensed athletes."
605,33125468,"This review takes an inclusive approach to microvascular dysfunction in diabetes mellitus and cardiometabolic disease. In virtually every organ, dynamic interactions between the microvasculature and resident tissue elements normally modulate vascular and tissue function in a homeostatic fashion. This regulation is disordered by diabetes mellitus, by hypertension, by obesity, and by dyslipidemia individually (or combined in cardiometabolic disease), with dysfunction serving as an early marker of change. In particular, we suggest that the familiar retinal, renal, and neural complications of diabetes mellitus are late-stage manifestations of microvascular injury that begins years earlier and is often abetted by other cardiometabolic disease elements (eg, hypertension, obesity, dyslipidemia). We focus on evidence that microvascular dysfunction precedes anatomic microvascular disease in these organs as well as in heart, muscle, and brain. We suggest that early on, diabetes mellitus and/or cardiometabolic disease can each cause reversible microvascular injury with accompanying dysfunction, which in time may or may not become irreversible and anatomically identifiable disease (eg, vascular basement membrane thickening, capillary rarefaction, pericyte loss, etc.). Consequences can include the familiar vision loss, renal insufficiency, and neuropathy, but also heart failure, sarcopenia, cognitive impairment, and escalating metabolic dysfunction. Our understanding of normal microvascular function and early dysfunction is rapidly evolving, aided by innovative genetic and imaging tools. This is leading, in tissues like the retina, to testing novel preventive interventions at early, reversible stages of microvascular injury. Great hope lies in the possibility that some of these interventions may develop into effective therapies."
606,33130063,Nothing is known about the mechanisms by which increased ceramide levels in the lung contribute to allergic responses and asthma severity.
607,33135072,"It is a common practice in epigenetics research to profile DNA methylation on tissue samples, which is usually a mixture of different cell types. To properly account for the mixture, estimating cell compositions has been recognized as an important first step. Many methods were developed for quantifying cell compositions from DNA methylation data, but they mostly have limited applications due to lack of reference or prior information."
608,33136296,"Supportive care interventions have demonstrated benefits for both informal and/or family cancer caregivers and their patients, but uptake generally is poor. To the authors' knowledge, little is known regarding the availability of supportive care services in community oncology practices, as well as engagement practices to connect caregivers with these services."
609,33140622,"Alcohol-related liver disease is one of the most prevalent liver diseases worldwide and is the second most common indication for liver transplantation. Most transplant programs require 6 months of abstinence prior to transplantation; commonly referred to as the ""six-month rule."" According to this rule, the patients admitted for severe acute alcoholic hepatitis are not eligible for liver transplantation in most transplant centers. However, there is increasing evidence that if liver transplantation is performed in selected patients after the first episode of severe decompensation with no response to steroid therapy, it represents an effective treatment. In such selected patients, the post-transplant outcomes are good with survival rates that are significantly higher when compared with patients not responding to medical therapy and not transplanted. A multidisciplinary assessment, involving several stakeholders such as a transplant hepatologist, transplant surgeon, psychologist and psychiatrist is becoming mandatory to properly evaluate the candidate to liver transplantation for alcoholic liver diseases and severe acute alcoholic hepatitis. In the clinical setting of severe acute alcoholic hepatitis, further studies are needed for the identification of accepted selection clinical and psychosocial criteria that can provide the best long-term results. The early liver transplantation option should therefore be explored within strict criteria for this setting."
610,33140623,"Portal hypertension is a clinical syndrome characterized by an increase in the portal pressure gradient, defined as the gradient between the portal vein at the site downstream of the site of obstruction and the inferior vena cava. The most frequent cause of portal hypertension is cirrhosis. In patients with cirrhosis, portal hypertension is the main driver of cirrhosis progression and development of hepatic decompensation (ascites, variceal hemorrhage and hepatic encephalopathy), which defines the transition from compensated to decompensated stage. In decompensated patients, treatments aim at lowering the risk of death by preventing further decompensation and/or development of acute-on-chronic liver failure. Decompensated patients often pose a complex challenge which typically requires a multidisciplinary approach. The aims of the present review were to discuss the current knowledge regarding interventional treatments for patients with portal hypertension complications as well as to highlight useful information to aid hepatologists in their clinical practice. Specifically, we discussed the indications and contraindications of transjugular intra-hepatic portosystemic shunt and for the treatment of gastro-esophageal variceal hemorrhage in patients with decompensated cirrhosis (first section); we reviewed the use of interventional treatments in patients with hepatic vein obstruction (Budd-Chiari Syndrome) and in those with portal vein thrombosis (second section); and we briefly comment on the most frequent applications of selective splenic embolization in patients with and without underlying cirrhosis (third section)."
611,33138111,"Many bacteria require flagella for the ability to move, survive, and cause infection. The flagellum is a complex nanomachine that has evolved to increase the fitness of each bacterium to diverse environments. Over several decades, molecular, biochemical, and structural insights into the flagella have led to a comprehensive understanding of the structure and function of this fascinating nanomachine. Notably, X-ray crystallography, cryo-electron microscopy (cryo-EM), and cryo-electron tomography (cryo-ET) have elucidated the flagella and their components to unprecedented resolution, gleaning insights into their structural conservation and adaptation. In this review, we focus on recent structural studies that have led to a mechanistic understanding of flagellar assembly, function, and evolution."
612,33140628,"The aim of our systematic review was the assessment of effects of excisional treatments for the management of cervical intraepithelial neoplasia (CIN) on preterm delivery (PD), lower birth weight (LBW), preterm premature rupture of membrane (PPROM) and obstetrical outcomes."
613,33140994,To evaluate the safety and efficacy of a digital therapeutic in treatment-seeking individuals with opioid use disorder (OUD) in an analysis of randomized clinical trial (RCT) data (ClinicalTrials.gov identifier: NCT00929253).
614,33143989,"Bromelain-based enzymatic debridement has emerged as an alternative to surgical eschar removal. Indications include partial thickness, mixed pattern, and full-thickness burns. Enzymatic debridement has been approved by the European Medicines Agency for treating burn wounds affecting <15% total body surface area (TBSA). Data and evidence for the treatment of areas >15% TBSA in one session is scarce. The aim of this retrospective study was to retrospectively analyze off-label use of enzymatic debridement in a single burn center for large TBSA burns."
615,33145662,"This essay argues that Berger and Mohr's A Fortunate Man (1967) - comprising social observation and photographs of the rural practitioner, Dr. Sassall and his patients - enacts an embodied, intersubjective empathy called ""pain-work."" The book enacts ""pain-work"" through two strategies. Firstly, by conflating three ways of seeing - Berger's observation, Mohr's photography, and Sassall's medical gaze - it shows that the clinical encounter embodies objective vision through intersubjective pain. Secondly, it employs the concepts of recognition and witnessing to show how the subjectivity of the physician is distributed in his community. Thus, Berger and Mohr witness Sassall's witnessing of his patients; even as Sassall and his patients are constituted intersubjectively, so too are Berger, Mohr, and Sassall."
616,33146344,"This article reviews the most common non-psychiatric comorbidities associated with affective disorders, examining the implications of their possible bidirectional link. A narrative review was conducted on the association among the three most common non-psychiatric diseases in major depressive disorder and bipolar disorder (obesity, metabolic syndrome, and cardiovascular diseases) in articles published from January 1994 to April 2020. The evidence suggests that obesity, metabolic syndrome, and cardiovascular diseases are highly prevalent in patients diagnosed with affective disorders. The presence of non-psychiatric comorbidities significantly worsens the therapeutic management and prognosis of affective disorders and vice versa. In many cases, these comorbidities may precede the onset of affective disorders, although in most cases they appear after it. The presence of these concurrent non-psychiatric diseases in an individual diagnosed with an affective disorder is associated with a more complex disease presentation and management. For professionals, the evidence unequivocally supports routine surveillance of comorbidities from a multidisciplinary approach."
617,33153744,"Currently, the apparition of new SARS-CoV, known as SARS-CoV-2, affected more than 34 million people and causing high death rates worldwide. Recently, several studies reported SARS-CoV-2 ribonucleic acid (RNA) in hospital wastewater. SARS-CoV-2 can be transmitted between humans via respiratory droplets, close contact and fomites. Fecal-oral transmission is considered also as a potential route of transmission since several scientists confirmed the presence of SARS-CoV-2 RNA in feces of infected patients, therefore its transmission via feces in aquatic environment, particularly hospital wastewater. Hospitals are one of the important classes of polluting sectors around the world. It was identified that hospital wastewater contains hazardous elements and a wide variety of microbial pathogens and viruses. Therefore, this may potentially pose a significant risk of public health and environment infection. This study reported an introduction about the Physical-chemical and microbiological characterization of hospital wastewater, which can be a route to identify potential technology to reduce the impact of hospital contaminants before evacuation. The presence of SARS-CoV-2 in aqueous environment was reviewed. The knowledge of the detection and survival of SARS-CoV-2 in wastewater and hospital wastewater were described to understand the different routes of SARS-CoV-2 transmission, which is also useful to avoid the outbreak of CoV-19. In addition, disinfection technologies used commonly for deactivation of SARS-CoV-2 were highlighted. It was revealed that, chlorine-containing disinfectants are the most commonly used disinfectants in this field of research. Meanwhile, other efficient technologies must be developed and improved to avoid another wave of the pandemic of COVID-19 infections."
618,33150398,"The discovery of leptin was intrinsically associated with its ability to regulate body weight. However, the effects of leptin are more far-reaching and include profound glucose-lowering and anti-lipogenic effects, independent of leptin's regulation of body weight. Regulation of glucose metabolism by leptin is mediated both centrally and via peripheral tissues and is influenced by the activation status of insulin signaling pathways. Ectopic fat accumulation is diminished by both central and peripheral leptin, an effect that is beneficial in obesity-associated disorders. The magnitude of leptin action depends upon the tissue, sex, and context being examined. Peripheral tissues that are of particular relevance include the endocrine pancreas, liver, skeletal muscle, adipose tissues, immune cells, and the cardiovascular system. As a result of its potent metabolic activity, leptin is used to control hyperglycemia in patients with lipodystrophy and is being explored as an adjunct to insulin in patients with type 1 diabetes. To fully understand the role of leptin in physiology and to maximize its therapeutic potential, the mechanisms of leptin action in these tissues needs to be further explored."
619,33155039,Single-cell RNA sequencing is the reference technique for characterizing the heterogeneity of the tumor microenvironment. The composition of the various cell types making up the microenvironment can significantly affect the way in which the immune system activates cancer rejection mechanisms. Understanding the cross-talk signals between immune cells and cancer cells is of fundamental importance for the identification of immuno-oncology therapeutic targets.
620,33161698,"Although uncommon during hepatobiliary-pancreatic (HBP) surgery, iatrogenic intraoperative injury to a major artery requires prompt and appropriate repair. Here, we outline our surgical experience with the repair of this injury and compare our experience to findings garnered from a selective review of the literature."
621,33161699,The aim of this study was to evaluate the impact of surgeons' learning curve in robotic surgery for rectal cancer on circumferential resection margin (CRM) involvement and reoperation rates.
622,33161700,"Morbid Obesity is increasing worldwide at fast pace with associated co-morbidities also on the rise. Considering that Obesity is one of the main risk factors for developing a Ventral Hernia this will results that in the future we will experience a rise in those hernia in patients undergoing any abdominal surgery. There is no clarity on the best timing and choice for procedures. We are well aware also on the difficulties in hernia repair surgery and the relative outcome so adding obesity as co-factors amplify the challenges. In fact, today both general surgeons with expertise in abdominal wall repair and bariatric surgeons are faced with a new dilemma: the obese patient with an abdominal wall hernia. This article will briefly review the impact of obesity on the natural history of hernia, its associated complication, management strategies and outcome."
623,33161701,Laparoscopic sleeve gastrectomy (LSG) has gained worldwide popularity in the last 10 years as self alone bariatric procedure. Symptomatic stenosis (SS) is a potential severe postoperative complication and it can be divided in organic stenosis (OS) and functional stenosis (FS). The aim of this paper is to propose a modified surgical technique to prevent FS.
624,33162141,"We aimed to examine the impact of weather on COVID-19 confirmed cases in South Asian countries, namely, Afghanistan, Bangladesh, India, Pakistan, and Sri Lanka. Data on daily confirmed cases, together with weather parameters, were collected from the first day of COVID confirmed cases in each country to 31 August 2020. The weather parameters were Rainfall (mm), relative humidity (%), maximum and minimum temperature (°C), surface pressure (kPa), maximum air pollutants matter PM 2.5 (μg/m"
625,33162149,"According to the latest reports, severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), which caused coronavirus disease 2019 (COVID-19), was successfully isolated from the excreta (stool and urine) of COVID-19 patients, suggesting SARS-CoV-2 could be transmitted through excreta contaminated water. As pit latrines and the use of untreated excreta as fertilizer were common in rural China, we surveyed 27 villages of Jiangxi and Hubei provinces and found that pit latrines could be a potential source of SARS-CoV-2 water pollution. Recently, bats have been widely recognized as the source of SARS-CoV-2. There were many possible intermediate hosts of SARS-CoV-2, including pangolin, snake, bird and fish, but which one was still not clear exactly. Here, we proposed a hypothesis to illustrate the mechanism that SARS-CoV-2 might spread from the excreta of infected humans in pit latrines to potential animal hosts, thus becoming a sustainable source of infection in rural China. Therefore, we believe that abolishing pit latrines and banning the use of untreated excreta as fertilizer can improve the local living environment and effectively prevent COVID-19 and other potential waterborne diseases that could emanate from the excreta of infected persons. Although this study focused on rural areas in China, the results could also be applied to low-income countries, especially in Africa."
626,33162413,"A simple visual strategy was developed for the RNase H colorimetric measurement using DNAzyme-mediated signal amplification. When RNase H was presented, the RNA strand of the duplex formed by the G-rich DNA sequence (G-Rich) and its complementary RNA sequence (cp-RNA) was digested, releasing G-Rich to form HRP-mimicking DNAzymes of the G-quadruplex/hemin complexes in the presence of hemin. These DNAzymes catalyze the oxidation reaction of the substrate of 2,2'-azino-bis(3-ethylbenzothiazoline-6-sulfonic acid) (ABTS) to produce green-color products of ABTS"
627,33164641,"Autophagic flux is a critical cellular process that is vastly under-appreciated in terms of its importance to human health. Preclinical studies have demonstrated that reductions in autophagic flux cause cancer and exacerbate chronic diseases, including heart disease and the pathological hallmarks of dementia. Autophagic flux can be increased by targeting nutrition-related biochemical signaling. To date, translation of this knowledge has been hampered because there has been no way to directly measure autophagic flux in humans. In this study we detail a method whereby human macroautophagic/autophagic flux can be directly measured from human blood samples. We show that whole blood samples can be treated with the lysosomal inhibitor chloroquine, and peripheral blood mononuclear cells isolated from these samples could be used to measure autophagic machinery protein LC3B-II. Blocking of autophagic flux in cells while still in whole blood represents an important advance because it preserves genetic, nutritional, and signaling parameters inherent to the individual. We show this method was reproducible and defined LC3B-II as the best protein to measure autophagic flux in these cells. Finally, we show that this method is relevant to assess intra-individual variation induced by an intervention by manipulating nutrition signaling with an "
628,33165599,Escherichia coli is a leading cause of serious infection among term and preterm newborn infants. Surveillance of antibiotic susceptibility patterns of E coli among infants admitted to neonatal intensive care units should inform empirical antibiotic administration.
629,33165939,"The association of immunoglobulin G (IgG) glycosylation changes with various human diseases and physiological conditions is well established. Since the mechanistical explanation of the regulation of IgG glycosylation and its functional role in these various states is still missing, the eyes of the biomedical community are now turned towards animal models, which enable intervention studies necessary for conclusions on causality. Mice are recognized and used as a good experimental model for human IgG glycosylation. However, smaller blood volumes, low IgG concentrations at young ages (which are most often used in mice experiments) and multiple sampling protocols during the course of longitudinal studies would profit from a robust workflow for mouse IgG glycome analysis from minute amounts of starting material, collected through a simple sampling procedure. For this purpose, we have developed a protocol for analysis of total N-glycans of IgG isolated from mouse dried blood spots (DBS), which we report here. We show that mouse DBS are a good source of material for IgG N-glycan analysis by multiplexed capillary gel electrophoresis with laser-induced fluorescence (xCGE-LIF)."
630,33166242,
631,33168247,"During the COVID-19 pandemic lockdown, emissions of primary criteria pollutants in the Mexico City Metropolitan Area (MCMA) were substantially reduced, as in many other cities in the world. Unexpectedly, the daily average ozone concentration profile was practically indistinguishable from that of the past two years for the same time span in the calendar. So, we compared surface meteorology data, CO, NOx and O"
632,33170747,"An episode-based payment model, the Radiation Oncology Alternative Payment Model (RO-APM), has been proposed for Medicare reimbursement of radiation services provided to oncology patients. RO-APM may have significant impact on reimbursement for specific patient populations."
633,33172983,"Matrix resorption is essential to the clearance of the extracellular matrix (ECM) after normal wound healing. A disruption in these processes constitutes a main component of fibrotic diseases, characterized by excess deposition and diminished clearance of fibrillar ECM proteins, such as collagen type I. The mechanisms and stimuli regulating ECM resorption in the lung remain poorly understood. Recently, agonism of dopamine receptor D1 (DRD1), which is predominantly expressed on fibroblasts in the lung, has been shown to accelerate tissue repair and clearance of ECM following bleomycin injury in mice. Therefore, we investigated whether DRD1 receptor signaling promotes the degradation of collagen type I by lung fibroblasts. For cultured fibroblasts, we found that DRD1 agonism enhances extracellular cleavage, internalization and lysosomal degradation of collagen I mediated by cathepsin K, which results in reduced stiffness of cell-derived matrices, as measured by atomic force microscopy. "
634,33173156,"Live cell imaging allows direct observation and monitoring of phenotypes that are difficult to infer from transcriptomics. However, existing methods for linking microscopy and single-cell RNA-seq (scRNA-seq) have limited scalability. Here, we describe an upgraded version of Single Cell Optical Phenotyping and Expression (SCOPE-seq2) for combining single-cell imaging and expression profiling, with substantial improvements in throughput, molecular capture efficiency, linking accuracy, and compatibility with standard microscopy instrumentation. We introduce improved optically decodable mRNA capture beads and implement a more scalable and simplified optical decoding process. We demonstrate the utility of SCOPE-seq2 for fluorescence, morphological, and expression profiling of individual primary cells from a human glioblastoma (GBM) surgical sample, revealing relationships between simple imaging features and cellular identity, particularly among malignantly transformed tumor cells."
635,33179465,The COVID-19 epidemic became a challenge for Emergency Departments (ED) and a remarkable reduction in surgical emergencies has been widely noticed. The aim of the present study was to evaluate the impact of the pandemic period in the need of surgical emergencies.
636,33178206,We present the novel finding that V-domain Ig suppressor of T cell activation (VISTA) negatively regulates innate inflammation through the transcriptional and epigenetic re-programming of macrophages. Representative of VISTA re-programming is the ability of VISTA agonistic antibodies to augment LPS tolerance and reduce septic shock lethality in mice. This anti-inflammatory effect of anti-VISTA was mimicked 
637,33179469,"In the surgical scenario, the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) diffusion worldwide entails on the one hand the need to continue to perform surgery at least in case of emergency or oncologic surgery, in patients with or without COronaVIrus Disease 2019 (COVID-19); and on the other hand, to avoid the pandemic diffusion both between patients and medical and nursing team. The aim of this study was to report our surgical management protocol during the COVID-19 pandemic in an Italian non-referral center."
638,33179877,"Kaposi's sarcoma (KS) is a lymphangioproliferative disorder associated with Human herpesvirus 8 (HHV8) infection. Four clinical subtypes are recognized: classic, endemic, epidemic (HIV-related) and iatrogenic. KS diagnosis is based on clinical features, histopathological assessment, and HHV8 serology. Classic KS is usually skin-limited and has a chronic course, while the iatrogenic variant may show mucosal, nodal or visceral involvement. Clinical staging is fundamental to guide the management. Localized disease may be treated with different local therapies, even if there are no randomized trials comparing these different modalities. Aggressive, disseminated KS and cases with visceral involvement usually require systemic chemotherapy, most commonly vinblastine, bleomycin or paclitaxel. Iatrogenic KS needs immunosuppression tapering/withdrawal and, if possible, switch to m-TOR inhibitors in post-transplant KS. The present work by a panel of Italian experts provides guidelines on KS diagnosis and management based on a critical review of the literature and a long and extensive personal experience."
639,33179878,"Pemphigus vulgaris (PV) is an autoimmune blistering disease, in which autoantibodies against epidermal cadherins, such as desmoglein (Dsg)1 and Dsg3, lead to the development of blisters and erosions on the skin and mucous membranes. Autoreactive CD4+ T cells are essential for the induction and perpetuation of the disease by interaction with B cells producing autoantibodies. PV has a strong genetic association with certain human leucocyte antigen (HLA) alleles with HLA-DRB1*04:02 and LA-DQB1*05:03 being the most prevalent in patients. Recently, genome-wide association studies have provided a new approach to identify single nucleotide polymorphisms, alongside the known association with HLA alleles. Loss of tolerance against Dsgs and other autoantigens is a critical event in the pathogenesis of PV. Epitope spreading contributes to the progression of PV, leading to an extension of the Dsg-specific autoimmune response to other molecular epitopes of autoantigens, such as desmocollins or muscarinic receptors. Alterations in CD4+CD25+ FoxP3+ regulatory T cells are thought to contribute to the development of PV representing a suitable target for therapeutic interventions. Several CD4+ T-cell subsets and cytokines are involved in the pathogenesis of PV, while Th2 cells are the extensively studied population. Recently, other T cell subsets like T follicular helper cells and Th17 have gained attention as new potential players in PV pathogenesis. The involvement of local autoantibody production in the lesional skin of PV patients in tertiary lymphoid organs is currently discussed but not yet clarified. In this study, we reviewed the current knowledge about the development, characteristics and function of autoreactive T cells in pemphigus and present current new T cell-targeted therapeutic approaches."
640,33179882,"Convolutional neural networks (CNN) have shown unprecedented accuracy in digital image analysis, which can be harnessed for melanoma recognition through automated evaluation of clinical and dermatoscopic images. In experimental studies, modern CNN architectures perform single image analysis at the level of dermatologists and domain-experts, also for multiclass predictions including a multitude of possible diagnoses. This may not necessarily translate to good clinical performance, and reliable randomized controlled prospective clinical trials for modern CNNs are essentially missing. Weaknesses of CNNs are that limitations of available training image datasets propagate to limitations of CNN predictions, and they cannot provide a reliable estimate of uncertainty. Recent research focuses on human-computer collaboration, where gains in accuracy were measured even with imperfect CNNs. With missing academic and clinical agreement on equivocal melanocytic lesions, fully automating histologic assessment of them with CNNs appear problematic, and applications in the near future are probably limited to supporting, referencing or recommendation roles."
641,33186014,"Bacterial cell surface glycans are quintessential drug targets due to their critical role in colonization of the host, pathogen survival, and immune evasion. The dense cell envelope glycocalyx contains distinctive monosaccharides that are stitched together into higher order glycans to yield exclusively bacterial structures that are critical for strain fitness and pathogenesis. However, the systematic study and inhibition of bacterial glycosylation enzymes remains challenging. Bacteria produce glycans containing rare sugars refractory to traditional glycan analysis, complicating the study of bacterial glycans and the identification of their biosynthesis machinery. To ease the study of bacterial glycans in the absence of detailed structural information, we used metabolic glycan labeling to detect changes in glycan biosynthesis. Here, we screened wild-type versus mutant strains of the gastric pathogen "
642,33196635,"Improving maternal and perinatal care is a global priority. Simulation training and novel applications of simulation for intrapartum care may help to reduce preventable deaths worldwide. Evaluation studies have published details of the effectiveness of simulation training for obstetric emergencies, exploring clinical and non-clinical factors as well as the impact on patient outcomes (both maternal and neonatal). This review summarized the many uses of simulation in obstetric emergencies from training to assessment. It also described the adaption of training in low-resource settings and the evidence behind the equipment recommended to support simulation training. The review also discussed novel applications for simulation such as its use in the development of a new device for assisted vaginal birth and its potential role in Cesarean section training. This study analyzed the financial implications of simulation training and how this may impact the delivery of such training packages, considering that simulation should be developed and utilized as a key tool in the development of safe intrapartum care in both emergency and non-emergency settings, in innovation and product development."
643,33196725,"The removal of excessive blood lead ions (Pb2+) is very important to human health, but current effective removal technology is still lacking because of the complex existence state of Pb2+ in blood, which can be attributed to the fact that most of the blood Pb2+ is combined with haemoglobin (Hb) located in red blood cells (RBCs). Here, a new type of magnetic mesoporous silica/ε-polylysine nanomotor-based remover (MMS/P NR) with abundant chelation sites was designed, synthesized and used to remove Pb2+ from blood. The magnetic core can make the nanocomposites become nanomotors with autonomous movement under an external variable magnetic field, which can effectively improve the contact probability between the MMS/P NRs and Pb2+-contaminated Hb in RBCs. The amino rich ε-polylysine (ε-PL) was used as the co-template of mesoporous silica. Mesoporous channels can provide a confinement effect for Pb2+-contaminated Hb to stabilize the captured blood Pb2+. The movement behavior of the MMS/P NRs in and out of RBCs and the capture mechanism of Pb2+ in the blood were studied. The results indicate that the MMS/P NRs we propose have good blood compatibility, low cytotoxicity, magnetic properties, autonomous movement ability and recyclability under the condition of an external magnetic field. Moreover, compared with the experimental conditions without an external variable magnetic field (0.01485 mg g-1), the MMS/P NRs show a higher blood Pb2+ removal ability under the condition of an external variable magnetic field (0.05525 mg g-1). The design strategy of this remover based on nanomotor technology has great potential in the future medical treatment of heavy metal poisoning."
644,33201009,"The presence of neoplastic melanocytes within the eccrine apparatus into the reticular dermis and/or subcutaneous tissue is extremely rare. The staging of syringotropic melanomas and their biological behavior are still controversial. We present 6 new cases of syringotropic melanoma and their main histopathologic features; review the previous literature; and discuss about the origin, staging, and prognosis of this rare variant of melanoma."
645,33202396,
646,33203202,"Child injury from bike accidents is a significant component of morbidity, mortality and health expenditure in many countries. Universal use of bicycle helmets by children could prevent between 135 and 155 deaths, and between 39,000 and 45,000 head injuries annually. Surprisingly, epidemiologic data indicate a worldwide low prevalence of helmet use. A global view on the law on the compulsory use of safety helmets involving 58 different countries is provided in order to bring this critical debate back to the table. A broad search using ""bicycle-related injuries,"" ""bicycle helmet,"" ""bicycle helmet legislation"" and ""compulsory bicycle helmet law by countries"" was performed in order to identify and select the most pertinent information on the issue as well as all the information available on bicycle helmet law by countries. The papers identified permitted us to assess the main topics related to the use of bicycle helmets discussed over the years which are still relevant and without consensus even today, as well as alphabetically enlist the approach of 58 countries to the compulsory helmet law. Our review on the many faces of the bicycle helmet use (pros and cons), personal aspects, head injuries, legislation, promotion, socioeconomic influence, and finally a global view on the law on the compulsory use of safety helmets allowed us to bring here many suggestions and a few conclusions, mainly because ""to helmet or not to helmet"" should not be a question anymore. A universal consensus on their compulsory use has to be achieved in order to improve children's safety."
647,33210617,"Modern single cell experiments have revealed unexpected heterogeneity in apparently functionally 'pure' cell populations. However, we are still lacking a conceptual framework to understand this heterogeneity. Here, we propose that cellular memories-changes in the molecular status of a cell in response to a stimulus, that modify the ability of the cell to respond to future stimuli-are an essential ingredient in any such theory. We illustrate this idea by considering a simple age-structured model of stem cell proliferation that takes account of mitotic memories. Using this model we argue that asynchronous mitosis generates heterogeneity that is central to stem cell population function. This model naturally explains why stem cell numbers increase through life, yet regenerative potency simultaneously declines."
648,33211626,"Infants may develop congenital tuberculosis from an infectious mother or acquire the disease postnatally by contact with an infectious adult. Delayed diagnosis is common, especially in infants under 1 year of age, and, if unrecognised, there is an increased risk of death. A 2.5-month-old boy presented with respiratory distress, small inhomogeneous opacities in both lungs and hepatosplenomegaly mimicking sepsis. He had received BCG vaccination and there was no history of contact with tuberculosis (TB). He had had fever since 1 month of age for which there had been several outpatient visits. Gastric aspirate cartridge-based nucleic acid amplification test (CBNAAT) confirmed TB and sonological evaluation demonstrated multiple granulomata in the liver and spleen, and a liver biopsy supported TB. He responded well to 12 months of anti-tuberculous treatment. The mother's tuberculin test, chest radiograph and endometrial biopsy showed no evidence of TB. There was no history of tuberculous contact with close family members. Despite the lack of proof of current tuberculous TB infection in the mother, it is likely that the infant had congenital TB."
